	WORD	CEFR	CLUE
1113	helig	c1	['belonging to or derived from or associated with a divine power']
1114	helvete	c1	['(religion) the world of the dead; -Theognis']
1115	hem	b1	['housing that someone is living in', 'an institution where people are cared for']
1116	hemgift	b2	['money or property brought by a woman to her husband at marriage']
1117	hemkomst	c1	['a coming to or returning home']
1118	hemlig	c1	['hidden on any grounds for any motive']
1119	hemlighet	c1	['information known only to a special group', 'something that should remain hidden from others (especially information that is not to be passed on)']
1120	hemmafru	b2	['a wife who manages a household while her husband earns the family income']
1121	hemsk	b2	['offensive or even (of persons) malicious; ; ; ; ; ; - Ezra Pound']
1122	herravälde	b2	['the state that exists when one person or group has power over another', 'power to dominate or defeat']
1123	het	c1	['used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning', 'extended meanings; especially of psychological heat; marked by intensity or vehemence especially of passion or enthusiasm']
1124	hierarki	b2	['the organization of people at different ranks in an administrative body', 'a series of ordered groupings of people or things within a system']
1125	himmel	c1	['any place of complete bliss and delight and peace', 'the atmosphere and outer space as viewed from the earth']
1126	hinder	c1	['an obstruction that stands in the way (and must be removed or surmounted or circumvented)', 'anything serving to maintain separation by obstructing vision or access']
1127	hindra	c1	['hinder or prevent the progress or accomplishment of']
1128	hingst	b1	['uncastrated adult male horse']
1129	hink	b1	['a roughly cylindrical vessel that is open at the top']
1130	hinna	b1	['a thin coating or layer']
1131	hiss	a2	['lifting device consisting of a platform or cage that is raised and lowered mechanically in a vertical shaft in order to move people from one floor to another in a building']
1132	historia	b1	['the discipline that records and interprets past events involving human beings', 'a record or narrative description of past events', 'the aggregate of past events']
1133	historisk	b1	['of or relating to the study of history']
1134	hitta	a2	['get or find back; recover the use of']
1135	hjortron	a2	['creeping raspberry of north temperate regions with yellow or orange berries']
1136	hjul	b1	['a wheeled vehicle that has two wheels and is moved by foot pedals', 'a simple machine consisting of a circular frame with spokes (or a solid disc) that can rotate on a shaft or axle (as in vehicles or other machines)']
1137	hjälm	a2	['a protective headgear made of hard material to resist blows', 'armor plate that protects the head']
1138	hjälp	c1	['the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose']
1139	hjälplös	b2	['lacking in or deprived of strength or power']
1140	hjälpsam	a2	['providing assistance or serving a useful function']
1141	hjälte	c1	['a man distinguished by exceptional courage and nobility and strength']
1142	hjärna	c1	['that part of the central nervous system that includes all the higher nervous centers; enclosed within the skull; continuous with the spinal cord', 'someone who has exceptional intellectual ability and originality']
1143	hjärta	a2	['the hollow muscular organ located behind the sternum and between the lungs; its rhythmic contractions move the blood through the body', 'the locus of feelings and intuitions', 'a plane figure with rounded sides curving inward at the top and intersecting at the bottom; conventionally used on playing cards and valentines']
1144	hjärtlös	b1	['lacking in feeling or pity or warmth']
1145	hobby	b1	['an auxiliary activity']
1146	homosexuell	c1	['sexually attracted to members of your own sex']
1147	honung	b1	['a sweet yellow liquid produced by bees']
1148	hopfällbar	c1	['capable of collapsing or being collapsed']
1149	hopp	b2	['a sudden and decisive increase']
1150	hoppa	b2	['move forward by leaps and bounds']
1151	hoppfull	b1	['giving courage or confidence or hope']
1152	horisont	c1	['the line at which the sky and Earth appear to meet']
1153	horn	b2	['one of the bony outgrowths on the heads of certain ungulates']
1154	horoskop	b1	"['a diagram of the positions of the planets and signs of the zodiac at a particular time and place', ""a prediction of someone's future based on the relative positions of the planets""]"
1155	hosta	a2	['exhale abruptly, as when one has a chest cold or congestion', 'a sudden noisy expulsion of air from the lungs that clears the air passages; a common symptom of upper respiratory infection or bronchitis or pneumonia or tuberculosis']
1156	hot	b2	['something that is a source of danger']
1157	hota	c1	['to utter intentions of injury or punishment against:']
1158	hotell	a1	['a building where travelers can pay for lodging and meals and other services', 'a hotel located in a resort area']
1159	hov	c1	['the sovereign and his advisers who are the governing power of a state']
1160	hud	b2	['a natural protective body covering and site of the sense of touch']
1161	humanitär	b1	['of or relating to or characteristic of humanitarianism']
1162	humla	b2	['robust hairy social bee of temperate regions']
1163	humor	b2	['the trait of appreciating (and being able to express) the humorous']
1164	humoristisk	b2	['full of or characterized by humor']
1165	humör	a2	"['a characteristic (habitual or relatively temporary) state of feeling', ""the state of a person's emotions (especially with regard to pleasure or dejection)""]"
1166	hund	a1	['a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds']
1167	hungrig	a1	['feeling hunger; feeling a need or desire to eat food']
1168	hus	a2	['a dwelling that serves as living quarters for one or more families']
1169	husdjur	b1	['a domesticated animal kept for companionship or amusement']
1170	hushåll	a2	['a social unit living together']
1171	huslig	a2	['of or relating to the home']
1172	huvud	a2	['the upper part of the human body or the front part of the body in animals; contains the face and brains']
1173	huvudsaklig	b1	['most important element']
1174	huvudstad	a1	['a seat of government']
1175	hydda	b2	['small crude shelter used as a dwelling']
1176	hylla	c1	['a support that consists of a horizontal surface for holding objects']
1177	hypotes	c1	['a message expressing an opinion based on incomplete evidence']
1178	hyra	a2	['a payment or series of payments made by the lessee to an owner for use of some property, facility, equipment, or service']
1179	hyresgäst	b2	['someone who pays rent to use land or a building or a car that is owned by someone else']
1180	hyresvärd	b1	['a landowner who leases to others']
1181	häck	b1	['a fence formed by a row of closely planted shrubs or bushes']
1182	häl	a2	['the back part of the human foot']
1183	hälla	a2	['cause to run']
1184	hälsa	b1	['send greetings to', 'the general condition of body and mind', 'a healthy state of wellbeing free from disease']
1185	hälsning	b2	['(usually plural) an acknowledgment or expression of good will (especially on meeting)']
1186	hämma	c1	['hold back']
1187	hämmad	c1	['held back or restrained or prevented']
